,title,x-tsne,y-tsne,bias,bias_bin,colors
791,"Jewel of the Nile, The (1985)",-1.5379409790039062,0.2765856981277466,0.09274465590715408,2,yellow
792,Kramer vs. Kramer (1979),14.493430137634277,9.599573135375977,0.3009943664073944,2,yellow
793,Jurassic Park III (2001),1.614876627922058,-15.209041595458984,-0.1724054217338562,1,green
794,Ordinary People (1980),8.419528007507324,15.078497886657715,0.2127973884344101,2,yellow
795,Three Colors: Blue (Trois couleurs: Bleu) (1993),-6.822691917419434,18.770246505737305,0.41492778062820435,3,red
796,"Simple Plan, A (1998)",11.40920639038086,3.9742627143859863,0.2816389501094818,2,yellow
797,Taken (2008),-7.7678937911987305,-2.6866354942321777,0.18273282051086426,2,yellow
798,Dr. No (1962),-0.4155997037887573,18.022029876708984,0.2021399438381195,2,yellow
799,Lord of War (2005),-20.20297622680664,-0.1577538400888443,0.17191456258296967,2,yellow
800,Falling Down (1993),-13.60387134552002,5.383153915405273,0.16143088042736053,2,yellow
801,"Secret Garden, The (1993)",7.608038902282715,-1.6879438161849976,0.25123223662376404,2,yellow
802,Grumpy Old Men (1993),-8.604776382446289,-4.226473331451416,0.0038495154585689306,1,green
803,Mad Max: Fury Road (2015),-12.836116790771484,1.559669017791748,0.09112343937158585,2,yellow
804,Home Alone 2: Lost in New York (1992),3.974191188812256,-8.542154312133789,-0.32451409101486206,0,blue
805,Bulworth (1998),16.75541877746582,6.818420886993408,-0.01892133429646492,1,green
806,Free Willy (1993),-12.760215759277344,-15.844599723815918,-0.16415993869304657,1,green
807,In the Name of the Father (1993),-7.800965785980225,16.8110408782959,0.3692421615123749,3,red
808,Transformers (2007),15.540090560913086,5.220945835113525,0.041607990860939026,2,yellow
809,Courage Under Fire (1996),-13.352797508239746,-1.927870512008667,0.21095533668994904,2,yellow
810,¡Three Amigos! (1986),-15.330753326416016,-2.5530319213867188,0.04297997057437897,2,yellow
811,"Last Emperor, The (1987)",1.43437659740448,3.582324266433716,0.44517019391059875,3,red
812,Bob Roberts (1992),14.171148300170898,19.555025100708008,0.15584398806095123,2,yellow
813,Nixon (1995),6.116974830627441,0.4081317186355591,0.14897528290748596,2,yellow
814,"Room with a View, A (1986)",9.205890655517578,9.745950698852539,0.1845659613609314,2,yellow
815,"Color Purple, The (1985)",10.700126647949219,10.073787689208984,0.2577891945838928,2,yellow
816,Die Another Day (2002),10.006631851196289,-17.76149559020996,0.0944962278008461,2,yellow
817,Into the Wild (2007),-8.324529647827148,10.342915534973145,0.12313435226678848,2,yellow
818,"Grapes of Wrath, The (1940)",8.674670219421387,19.798662185668945,0.19461795687675476,2,yellow
819,Under Siege 2: Dark Territory (1995),-7.6863274574279785,-17.215341567993164,-0.007839089259505272,1,green
820,Mr. Smith Goes to Washington (1939),3.747880458831787,15.718994140625,0.4700780510902405,3,red
821,Out of Africa (1985),2.052837610244751,0.09590733796358109,0.33046454191207886,3,red
822,Scent of a Woman (1992),-0.6144901514053345,12.768802642822266,0.33241012692451477,3,red
823,Waking Ned Devine (a.k.a. Waking Ned) (1998),2.056703805923462,2.6683194637298584,0.3022497594356537,2,yellow
824,"Curious Case of Benjamin Button, The (2008)",-17.925933837890625,-2.6321630477905273,0.22706830501556396,2,yellow
825,I Know What You Did Last Summer (1997),12.000999450683594,-11.994305610656738,-0.3015936017036438,0,blue
826,Flashdance (1983),-4.685751914978027,1.451158881187439,-0.012331726029515266,1,green
827,Hollow Man (2000),4.507279872894287,-17.65064239501953,-0.2295016050338745,1,green
828,Amores Perros (Love's a Bitch) (2000),12.754265785217285,9.278054237365723,0.39033767580986023,3,red
829,Babe: Pig in the City (1998),9.988313674926758,6.824592113494873,-0.05254160985350609,1,green
830,Dune (1984),-0.2576577961444855,-7.798393249511719,-0.056506991386413574,1,green
831,Scrooged (1988),2.4032094478607178,-9.82767105102539,0.0743115097284317,2,yellow
832,Mission to Mars (2000),1.718969702720642,-18.91350746154785,-0.29814794659614563,0,blue
833,"Virgin Suicides, The (1999)",-4.2761735916137695,-0.4815613627433777,0.1579207181930542,2,yellow
834,Kick-Ass (2010),-7.21705436706543,7.925487995147705,0.11936143040657043,2,yellow
835,Burn After Reading (2008),-20.479320526123047,4.336801528930664,0.19747763872146606,2,yellow
836,"Hard Day's Night, A (1964)",13.364706039428711,15.39806079864502,0.3065802752971649,3,red
837,Bringing Up Baby (1938),10.35974407196045,17.376989364624023,0.22790342569351196,2,yellow
838,"Mexican, The (2001)",-10.483193397521973,-7.685186862945557,-0.048157576471567154,1,green
839,National Lampoon's Vacation (1983),-3.863232135772705,7.218510627746582,0.22271035611629486,2,yellow
840,"Jungle Book, The (1994)",-9.430173873901367,-15.852079391479492,0.2340087741613388,2,yellow
841,21 Grams (2003),0.7130032181739807,0.692866861820221,0.10214797407388687,2,yellow
842,"Long Kiss Goodnight, The (1996)",6.597264289855957,-8.147143363952637,0.046096306294202805,2,yellow
843,Panic Room (2002),-18.535181045532227,-3.619696855545044,0.10182926803827286,2,yellow
844,"Treasure of the Sierra Madre, The (1948)",4.106122016906738,20.937105178833008,0.3214722275733948,3,red
845,"Bone Collector, The (1999)",1.154870629310608,-18.118431091308594,-0.1559964418411255,1,green
846,Welcome to the Dollhouse (1995),-9.321096420288086,16.89884376525879,0.19081105291843414,2,yellow
847,Delicatessen (1991),1.968254804611206,10.59896183013916,0.3472394347190857,3,red
848,To Catch a Thief (1955),-1.0142431259155273,8.280070304870605,0.2868637144565582,2,yellow
849,Victor/Victoria (1982),13.184900283813477,1.1538410186767578,0.12028297781944275,2,yellow
850,Waiting for Guffman (1996),0.9840202927589417,13.341259002685547,0.33686867356300354,3,red
851,Robin Hood (1973),-7.726230621337891,12.168889999389648,0.24417614936828613,2,yellow
852,Sgt. Bilko (1996),-10.501998901367188,-17.607877731323242,-0.21009470522403717,1,green
853,Tootsie (1982),15.471599578857422,9.2078218460083,0.19615545868873596,2,yellow
854,Iron Man 2 (2010),-13.328721046447754,-4.48295783996582,0.11780019104480743,2,yellow
855,Midnight Run (1988),5.35337495803833,13.470366477966309,0.3452985882759094,3,red
856,Cool Runnings (1993),2.3637893199920654,-7.265355110168457,0.14523105323314667,2,yellow
857,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),-6.153488636016846,-6.146121978759766,-0.11047162860631943,1,green
858,Malcolm X (1992),0.8330854773521423,8.029683113098145,0.39202195405960083,3,red
859,"Bodyguard, The (1992)",-7.008337497711182,-16.987598419189453,-0.0640643984079361,1,green
860,On the Waterfront (1954),4.6408586502075195,20.37206268310547,0.32225558161735535,3,red
861,Dog Day Afternoon (1975),15.3265962600708,13.192780494689941,0.21575625240802765,2,yellow
862,"Wolf of Wall Street, The (2013)",-7.9773712158203125,8.938430786132812,0.41102370619773865,3,red
863,50 First Dates (2004),-21.292375564575195,0.35073569416999817,0.10110894590616226,2,yellow
864,Harry Potter and the Half-Blood Prince (2009),-12.43995475769043,-0.9805953502655029,0.4315568208694458,3,red
865,Pee-wee's Big Adventure (1985),12.23597240447998,-8.41868782043457,-0.09570158272981644,1,green
866,Out of Sight (1998),-4.525132656097412,1.9905375242233276,0.11051099747419357,2,yellow
867,Brokeback Mountain (2005),11.008062362670898,21.98103904724121,0.038662735372781754,2,yellow
868,Kiss Kiss Bang Bang (2005),-4.083869934082031,3.4901018142700195,0.452062726020813,3,red
869,Gosford Park (2001),9.046216011047363,5.480204105377197,0.014951728284358978,2,yellow
870,"Sex, Lies, and Videotape (1989)",14.79688835144043,1.09013831615448,0.08745978027582169,2,yellow
871,"Road Warrior, The (Mad Max 2) (1981)",-10.736748695373535,-1.0469542741775513,0.2255336046218872,2,yellow
872,She's All That (1999),3.0468859672546387,-7.280810832977295,0.05432114005088806,2,yellow
873,What About Bob? (1991),-4.717021942138672,19.838916778564453,0.05387017875909805,2,yellow
874,"Village, The (2004)",-1.1391562223434448,2.0524933338165283,-0.12508128583431244,1,green
875,When a Man Loves a Woman (1994),14.609500885009766,-1.6389061212539673,0.009267537854611874,1,green
876,U-571 (2000),-16.087326049804688,-4.329966068267822,-0.2959628999233246,0,blue
877,"Life Aquatic with Steve Zissou, The (2004)",5.417912006378174,11.630268096923828,0.057849545031785965,2,yellow
878,Boiler Room (2000),3.8176798820495605,2.7664289474487305,0.11465353518724442,2,yellow
879,Star Wars: Episode VII - The Force Awakens (2015),-9.070564270019531,7.9994707107543945,0.10223054140806198,2,yellow
880,Gravity (2013),10.973872184753418,7.719956874847412,0.08309625834226608,2,yellow
881,Big Daddy (1999),-14.46997356414795,4.041118621826172,0.09811761975288391,2,yellow
882,White Men Can't Jump (1992),-2.142514228820801,-7.412254333496094,0.17046131193637848,2,yellow
883,Inside Man (2006),3.617436170578003,0.3612961769104004,0.3889963626861572,3,red
884,Godzilla (1998),-1.4020789861679077,-15.264527320861816,-0.32515934109687805,0,blue
885,Hellboy (2004),-14.26928424835205,-7.393502235412598,0.09770843386650085,2,yellow
886,Moon (2009),-12.146024703979492,5.07192850112915,0.3491222858428955,3,red
887,Crimes and Misdemeanors (1989),-3.0135765075683594,14.08854866027832,0.2837674617767334,2,yellow
888,Anaconda (1997),-1.7863823175430298,-22.10320281982422,-0.43825778365135193,0,blue
889,Young Guns (1988),-6.055843830108643,-4.787625789642334,0.18453308939933777,2,yellow
890,X-Men: First Class (2011),-1.6529541015625,4.008894920349121,0.2739136219024658,2,yellow
891,My Left Foot (1989),-1.9216824769973755,9.710896492004395,0.24281328916549683,2,yellow
892,On Golden Pond (1981),4.846832275390625,4.621831893920898,0.08594772964715958,2,yellow
893,Wallace & Gromit in The Curse of the Were-Rabbit (2005),5.267058372497559,6.316592216491699,0.2073923498392105,2,yellow
894,"Walk in the Clouds, A (1995)",-5.822884559631348,-9.72730541229248,0.08085720241069794,2,yellow
895,"River Runs Through It, A (1992)",10.059967041015625,11.161165237426758,0.21915698051452637,2,yellow
896,"Dark Crystal, The (1982)",-1.358442783355713,1.9727566242218018,0.08351683616638184,2,yellow
897,Final Destination (2000),17.8026065826416,3.434555768966675,0.016670120880007744,2,yellow
898,Madagascar (2005),-6.508472442626953,-10.252471923828125,0.2201310694217682,2,yellow
899,Tarzan (1999),-4.564157485961914,-6.3555169105529785,0.15882261097431183,2,yellow
900,Ever After: A Cinderella Story (1998),-7.329526901245117,2.2954142093658447,0.2696577310562134,2,yellow
901,Mean Girls (2004),-19.321666717529297,-5.639840126037598,0.14110539853572845,2,yellow
902,"Return of the Pink Panther, The (1975)",7.869619369506836,3.1542067527770996,-0.009104575030505657,1,green
903,Logan's Run (1976),8.901969909667969,-11.746731758117676,0.030802223831415176,2,yellow
904,Escape from L.A. (1996),11.399663925170898,-10.04516887664795,-0.28632187843322754,1,green
905,Daredevil (2003),2.0181081295013428,-17.810836791992188,-0.1520383507013321,1,green
906,Fletch (1985),16.684030532836914,1.5711690187454224,0.17592623829841614,2,yellow
907,Patch Adams (1998),-11.456937789916992,-15.286942481994629,-0.10319843888282776,1,green
908,Being There (1979),4.286648750305176,18.92460060119629,0.31355246901512146,3,red
909,Whiplash (2014),-17.87655258178711,5.380624771118164,0.10333885252475739,2,yellow
910,City Slickers (1991),-13.583322525024414,10.182353973388672,0.10591861605644226,2,yellow
911,"Poseidon Adventure, The (1972)",9.094708442687988,-5.424008369445801,0.05461684241890907,2,yellow
912,Benny & Joon (1993),2.012577772140503,-10.797734260559082,0.278317928314209,2,yellow
913,"Knight's Tale, A (2001)",-10.687355995178223,4.390624523162842,0.09568892419338226,2,yellow
914,"Elephant Man, The (1980)",-1.124319076538086,12.94154167175293,0.18802882730960846,2,yellow
915,Phone Booth (2002),-16.42558479309082,-3.338768482208252,0.088524729013443,2,yellow
916,Mulholland Falls (1996),10.155984878540039,-5.993296146392822,0.011440000496804714,2,yellow
917,Weekend at Bernie's (1989),0.5715674161911011,-15.1403226852417,-0.11350628733634949,1,green
918,Glengarry Glen Ross (1992),12.200961112976074,7.846482276916504,0.14336590468883514,2,yellow
919,Charade (1963),-6.300476551055908,-2.36769962310791,0.36114051938056946,3,red
920,Dick Tracy (1990),7.393184661865234,-16.186323165893555,-0.22819747030735016,1,green
921,Night of the Living Dead (1968),15.412924766540527,-3.9836950302124023,0.4991256594657898,3,red
922,Serpico (1973),-0.5506099462509155,14.965836524963379,0.39626842737197876,3,red
923,Coyote Ugly (2000),-14.266495704650879,-16.954776763916016,-0.024417035281658173,1,green
924,Boyz N the Hood (1991),-5.065659523010254,11.533842086791992,0.24447616934776306,2,yellow
925,"Secret of NIMH, The (1982)",15.89151382446289,-4.962785243988037,0.15422111749649048,2,yellow
926,"Good Night, and Good Luck. (2005)",8.95799732208252,10.62850570678711,0.3599458932876587,3,red
927,Howl's Moving Castle (Hauru no ugoku shiro) (2004),-8.079779624938965,10.175169944763184,0.44467711448669434,3,red
928,Down Periscope (1996),-0.4348028302192688,-16.09991455078125,0.006863506976515055,1,green
929,Bound (1996),10.191530227661133,8.99791431427002,0.16628260910511017,2,yellow
930,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",18.059345245361328,-5.241056442260742,0.0934184119105339,2,yellow
931,Elf (2003),-13.266449928283691,-3.316884756088257,0.04326764866709709,2,yellow
932,Stuart Little (1999),-2.372223138809204,-8.04710865020752,-0.028339166194200516,1,green
933,Red Dragon (2002),-18.278379440307617,-4.177159309387207,0.26666975021362305,2,yellow
934,25th Hour (2002),9.574225425720215,-6.6867756843566895,0.18662333488464355,2,yellow
935,Miller's Crossing (1990),5.552309036254883,2.0834193229675293,0.2434910088777542,2,yellow
936,Drugstore Cowboy (1989),5.452122211456299,5.833106517791748,0.15074388682842255,2,yellow
937,Dr. Dolittle (1998),8.13357925415039,-4.009617805480957,-0.008181894198060036,1,green
938,"Beach, The (2000)",-2.5688514709472656,-6.633385181427002,-0.17482610046863556,1,green
939,Muppet Treasure Island (1996),1.364228367805481,-14.610428810119629,0.20060652494430542,2,yellow
940,Scream 3 (2000),-12.097597122192383,-3.1441307067871094,-0.23362015187740326,1,green
941,Jaws 2 (1978),-3.3380184173583984,-6.205427646636963,-0.12020540982484818,1,green
942,"Lawnmower Man, The (1992)",3.4121346473693848,-14.436264991760254,-0.045066822320222855,1,green
943,Hoosiers (a.k.a. Best Shot) (1986),-6.552087783813477,-2.221722364425659,0.18138182163238525,2,yellow
944,Mary Shelley's Frankenstein (Frankenstein) (1994),3.8521265983581543,-11.007658004760742,0.03736194223165512,2,yellow
945,Intouchables (2011),-11.784371376037598,-4.23258113861084,0.30519968271255493,2,yellow
946,Ghost in the Shell (Kôkaku kidôtai) (1995),-1.2909256219863892,13.545845031738281,0.3062061667442322,3,red
947,"Karate Kid, Part II, The (1986)",3.1704273223876953,-21.241785049438477,-0.18607184290885925,1,green
948,G.I. Jane (1997),-2.8432838916778564,-20.88945770263672,-0.2586120069026947,1,green
949,Monster's Ball (2001),4.671881675720215,-3.1142935752868652,0.024230750277638435,2,yellow
950,And Your Mother Too (Y tu mamá también) (2001),-20.402620315551758,-4.2309112548828125,0.2988396883010864,2,yellow
951,Pitch Black (2000),16.071701049804688,3.741090774536133,0.13700807094573975,2,yellow
952,"Juror, The (1996)",7.1270976066589355,-12.003447532653809,-0.18449753522872925,1,green
953,Ran (1985),5.5236029624938965,20.53170394897461,0.3710592985153198,3,red
954,Airheads (1994),6.170990943908691,-13.084351539611816,-0.2905144989490509,0,blue
955,Rush Hour 2 (2001),6.560217380523682,8.99020004272461,0.08378754556179047,2,yellow
956,Edge of Tomorrow (2014),-6.49582576751709,8.96904468536377,0.19308172166347504,2,yellow
957,Sliding Doors (1998),-14.06467056274414,-10.087563514709473,0.12274304777383804,2,yellow
958,Insomnia (2002),6.52108097076416,2.6433324813842773,0.07575511187314987,2,yellow
959,Sophie's Choice (1982),11.200955390930176,10.192742347717285,0.3119668662548065,3,red
960,"Sword in the Stone, The (1963)",-7.201717853546143,-0.5115013122558594,0.18535281717777252,2,yellow
961,Dial M for Murder (1954),-6.434296131134033,-2.7196052074432373,0.3058711588382721,2,yellow
962,"Whole Nine Yards, The (2000)",18.165220260620117,1.5715991258621216,0.1005001962184906,2,yellow
963,Metropolis (1927),6.800811290740967,16.54528045654297,0.21450883150100708,2,yellow
964,Sherlock Holmes: A Game of Shadows (2011),-12.97426986694336,-5.1709747314453125,0.22230292856693268,2,yellow
965,Up in the Air (2009),4.3557329177856445,11.760272026062012,0.029392840340733528,2,yellow
966,"Hurt Locker, The (2008)",-4.192656517028809,15.05435562133789,0.45231741666793823,3,red
967,Secrets & Lies (1996),7.083709716796875,7.778702735900879,0.20385947823524475,2,yellow
968,Lost in Space (1998),-9.714798927307129,-16.061321258544922,-0.3071575164794922,0,blue
969,Halloween (1978),10.208073616027832,-7.158090591430664,0.04371162876486778,2,yellow
970,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",10.581040382385254,4.600982189178467,0.27370190620422363,2,yellow
971,"Brothers McMullen, The (1995)",20.767621994018555,6.044442176818848,0.15230001509189606,2,yellow
972,Watchmen (2009),-3.1783440113067627,-2.09653639793396,0.18993796408176422,2,yellow
973,Moonrise Kingdom (2012),-15.994346618652344,9.522979736328125,0.3017767667770386,2,yellow
974,Ex Machina (2015),7.520838737487793,12.223075866699219,0.33414313197135925,3,red
975,What Lies Beneath (2000),1.204156517982483,-9.692176818847656,-0.05640450492501259,1,green
976,Scott Pilgrim vs. the World (2010),-20.427907943725586,6.34681510925293,0.3641851246356964,3,red
977,My Neighbor Totoro (Tonari no Totoro) (1988),3.007131338119507,11.779233932495117,0.43991026282310486,3,red
978,"Wedding Planner, The (2001)",-4.044094562530518,-18.247745513916016,-0.17432446777820587,1,green
979,Battle Royale (Batoru rowaiaru) (2000),7.123508453369141,4.752685070037842,0.11193910986185074,2,yellow
980,"American Tail, An (1986)",0.23638026416301727,7.217009544372559,-0.13019706308841705,1,green
981,Tank Girl (1995),10.698532104492188,-11.583769798278809,-0.10360739380121231,1,green
982,Laura (1944),5.994539260864258,4.1923370361328125,0.12177761644124985,2,yellow
983,There Will Be Blood (2007),-18.414913177490234,4.544590473175049,0.2557640075683594,2,yellow
984,"Waterboy, The (1998)",13.626761436462402,-12.14416790008545,0.07040362060070038,2,yellow
985,Spy Game (2001),20.75722885131836,6.042407512664795,0.16286881268024445,2,yellow
986,"First Wives Club, The (1996)",-2.6069467067718506,-19.920846939086914,-0.014553315006196499,1,green
987,The Hunger Games: Catching Fire (2013),-8.969755172729492,5.039259433746338,0.03301502764225006,2,yellow
988,Short Cuts (1993),10.081038475036621,3.4345030784606934,0.24013496935367584,2,yellow
989,Devil in a Blue Dress (1995),1.8952354192733765,18.754535675048828,0.1341067999601364,2,yellow
990,Roman Holiday (1953),4.3741912841796875,2.6309688091278076,0.4602774381637573,3,red
991,Four Rooms (1995),-4.177546977996826,-13.07618236541748,0.16190171241760254,2,yellow
992,Hackers (1995),1.0421185493469238,3.221280813217163,0.1316525936126709,2,yellow
993,Finding Forrester (2000),-11.365094184875488,-3.770911931991577,0.2666359841823578,2,yellow
994,His Girl Friday (1940),7.670143127441406,19.141633987426758,0.3047424554824829,2,yellow
995,Live Free or Die Hard (2007),14.67403507232666,2.7326979637145996,0.15858712792396545,2,yellow
996,Shadowlands (1993),-14.982369422912598,10.481801986694336,0.38056308031082153,3,red
997,Meet the Fockers (2004),-23.040563583374023,-1.0480190515518188,0.11159387975931168,2,yellow
998,It Happened One Night (1934),3.903578758239746,17.233858108520508,0.4686776399612427,3,red
999,Ocean's Thirteen (2007),4.852705478668213,-6.693113803863525,0.20926643908023834,2,yellow
1000,Airplane II: The Sequel (1982),2.6645965576171875,-2.7336483001708984,0.02682998962700367,2,yellow
1001,Working Girl (1988),7.514364242553711,-4.9121174812316895,0.2315937876701355,2,yellow
1002,"Island of Dr. Moreau, The (1996)",-7.3864946365356445,-20.57260513305664,-0.24941040575504303,1,green
1003,Hamlet (1996),9.193238258361816,13.535889625549316,0.28598275780677795,2,yellow
1004,"Hobbit: An Unexpected Journey, The (2012)",-13.966567993164062,-5.07412576675415,0.0775107890367508,2,yellow
1005,Six Degrees of Separation (1993),-1.5820354223251343,10.36059284210205,0.29572853446006775,2,yellow
1006,Dawn of the Dead (2004),-12.273533821105957,5.03485107421875,0.03843958303332329,2,yellow
1007,Her (2013),14.664322853088379,6.971029758453369,0.5929645299911499,3,red
1008,Star Trek V: The Final Frontier (1989),3.1494405269622803,-11.969457626342773,-0.15393972396850586,1,green
1009,Dolores Claiborne (1995),13.452808380126953,-6.2672810554504395,0.34238675236701965,3,red
1010,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),1.9073779582977295,-0.5309634804725647,0.17672568559646606,2,yellow
1011,"Pelican Brief, The (1993)",-12.416669845581055,-5.872888565063477,-0.016089119017124176,1,green
1012,"Age of Innocence, The (1993)",-3.010307550430298,1.6570203304290771,0.1382492184638977,2,yellow
1013,Lucky Number Slevin (2006),-6.1988115310668945,8.752426147460938,0.3092276453971863,3,red
1014,"Omen, The (1976)",1.8074532747268677,-0.42998290061950684,0.07658088952302933,2,yellow
1015,Easy Rider (1969),5.455067157745361,14.188714027404785,0.07965601235628128,2,yellow
1016,It Could Happen to You (1994),0.1273958384990692,4.331465244293213,0.09280016273260117,2,yellow
1017,Any Given Sunday (1999),2.679439067840576,-14.888827323913574,0.04931729659438133,2,yellow
1018,Gone Girl (2014),16.537675857543945,9.667244911193848,0.17083413898944855,2,yellow
1019,Cars (2006),2.085432291030884,-7.381246089935303,0.10321879386901855,2,yellow
1020,"Day After Tomorrow, The (2004)",19.32185935974121,3.3481028079986572,-0.013289803639054298,1,green
1021,The Martian (2015),3.156151533126831,8.1470947265625,0.3129039704799652,3,red
1022,Amistad (1997),-12.80739974975586,-12.662446975708008,0.16521109640598297,2,yellow
1023,Seabiscuit (2003),-4.0442023277282715,3.065098524093628,0.41322025656700134,3,red
1024,Charlotte's Web (1973),14.176431655883789,-5.054789066314697,0.2107945829629898,2,yellow
1025,In & Out (1997),10.562633514404297,6.141304016113281,0.06440155953168869,2,yellow
1026,Constantine (2005),-7.345810890197754,-3.606003761291504,0.02140684612095356,2,yellow
1027,Popeye (1980),4.532413959503174,-13.463628768920898,-0.20967577397823334,1,green
1028,"13th Warrior, The (1999)",-13.383776664733887,-14.212029457092285,-0.09649364650249481,1,green
1029,Live and Let Die (1973),-10.578598976135254,4.695676803588867,0.06276098638772964,2,yellow
1030,"Pursuit of Happyness, The (2006)",6.146154403686523,10.537710189819336,0.3463831841945648,3,red
1031,Smoke (1995),5.393946647644043,11.026514053344727,0.387983113527298,3,red
1032,Stigmata (1999),-4.769351005554199,-22.08677864074707,-0.017292695119976997,1,green
1033,Pink Floyd: The Wall (1982),-5.338130474090576,-20.130413055419922,0.10386892408132553,2,yellow
1034,Coming to America (1988),18.177711486816406,6.943314075469971,0.22894075512886047,2,yellow
1035,Punch-Drunk Love (2002),12.331854820251465,15.738298416137695,0.06856101006269455,2,yellow
1036,Born on the Fourth of July (1989),-7.667940616607666,4.64271879196167,0.17608579993247986,2,yellow
1037,"Running Man, The (1987)",-6.407309532165527,5.090476036071777,-0.06080566719174385,1,green
1038,Munich (2005),-15.282698631286621,12.086994171142578,0.1636900007724762,2,yellow
1039,Source Code (2011),0.047050755470991135,11.032700538635254,0.2264886051416397,2,yellow
1040,8 Mile (2002),3.5213403701782227,-3.6816742420196533,0.18006229400634766,2,yellow
1041,"Opposite of Sex, The (1998)",10.002832412719727,8.323201179504395,0.3063279986381531,3,red
1042,Eat Drink Man Woman (Yin shi nan nu) (1994),16.755109786987305,6.758723735809326,0.3428564667701721,3,red
1043,Blood Simple (1984),-0.007390433922410011,18.0050048828125,0.3416025936603546,3,red
1044,Conan the Barbarian (1982),1.1574195623397827,-7.041441917419434,0.11827030777931213,2,yellow
1045,Inside Out (2015),-20.36150360107422,-4.524402618408203,0.3062579929828644,3,red
1046,Rise of the Planet of the Apes (2011),14.715094566345215,5.545014381408691,0.26132890582084656,2,yellow
1047,Hitch (2005),-15.795236587524414,-3.6855976581573486,-0.04193026199936867,1,green
1048,"Evil Dead, The (1981)",9.701926231384277,-0.44587817788124084,0.28620627522468567,2,yellow
1049,K-PAX (2001),-1.3793299198150635,2.8824379444122314,-0.0291554257273674,1,green
1050,28 Days (2000),7.092386722564697,-8.265387535095215,-0.011210806667804718,1,green
1051,Superman III (1983),3.1499838829040527,-13.977564811706543,-0.39944541454315186,0,blue
1052,X-Men: Days of Future Past (2014),-8.2593994140625,7.238795280456543,0.27100086212158203,2,yellow
1053,Better Off Dead... (1985),-19.220916748046875,7.259073257446289,0.16947589814662933,2,yellow
1054,Footloose (1984),-16.31203269958496,-18.1246280670166,0.2895108163356781,2,yellow
1055,Jacob's Ladder (1990),15.011835098266602,10.93396282196045,0.23812496662139893,2,yellow
1056,Father of the Bride (1950),1.650325059890747,-1.6369389295578003,0.18478137254714966,2,yellow
1057,Knocked Up (2007),8.935371398925781,2.1299631595611572,0.19692900776863098,2,yellow
1058,eXistenZ (1999),7.131531238555908,-11.919918060302734,-0.011946078389883041,1,green
1059,"Frighteners, The (1996)",-1.0017493963241577,-1.6990233659744263,0.19442977011203766,2,yellow
1060,Dead Again (1991),0.851771891117096,3.8313634395599365,0.16694460809230804,2,yellow
1061,RoboCop 3 (1993),6.154870986938477,-12.001517295837402,-0.2950611710548401,0,blue
1062,Charlie's Angels: Full Throttle (2003),-1.068992257118225,-20.008495330810547,-0.26448678970336914,1,green
1063,Skyfall (2012),-0.25438064336776733,6.048206329345703,0.36914023756980896,3,red
1064,"Quick and the Dead, The (1995)",0.2331390678882599,0.19264346361160278,0.09230192005634308,2,yellow
1065,Indiana Jones and the Kingdom of the Crystal Skull (2008),-2.692265748977661,-16.020183563232422,-0.046306926757097244,1,green
1066,"Hustler, The (1961)",8.039072036743164,9.802495956420898,0.40922409296035767,3,red
1067,Six Days Seven Nights (1998),1.1249843835830688,-11.399188995361328,-0.12756364047527313,1,green
1068,Parenthood (1989),2.459153175354004,23.040285110473633,0.048793766647577286,2,yellow
1069,"Perfect Murder, A (1998)",-3.870318651199341,-1.3894057273864746,-0.0020088707096874714,1,green
1070,Barton Fink (1991),3.3738186359405518,4.498004913330078,0.22704073786735535,2,yellow
1071,Fantastic Mr. Fox (2009),-16.501619338989258,5.844936370849609,0.2515941560268402,2,yellow
1072,"Sweet Hereafter, The (1997)",14.30982494354248,11.379232406616211,0.3498620390892029,3,red
1073,xXx (2002),-3.384031057357788,-20.746492385864258,-0.18591871857643127,1,green
1074,Black Sheep (1996),6.325453758239746,-20.090036392211914,-0.2567044496536255,1,green
1075,Private Benjamin (1980),10.335203170776367,-6.062564373016357,0.21441839635372162,2,yellow
1076,Titan A.E. (2000),7.276286602020264,-9.122300148010254,0.04578886553645134,2,yellow
1077,"Name of the Rose, The (Name der Rose, Der) (1986)",2.1116623878479004,17.270063400268555,0.47666609287261963,3,red
1078,City Lights (1931),6.727580547332764,18.1215763092041,0.20286941528320312,2,yellow
1079,"Bronx Tale, A (1993)",11.044719696044922,19.406049728393555,0.2061900943517685,2,yellow
1080,Identity (2003),-11.122191429138184,-0.17718733847141266,0.16385987401008606,2,yellow
1081,Major League (1989),-10.288226127624512,5.076041221618652,0.1584000289440155,2,yellow
1082,Dancer in the Dark (2000),1.336424469947815,4.584670543670654,0.2462785243988037,2,yellow
1083,City of Angels (1998),3.9640591144561768,-10.007064819335938,0.19791090488433838,2,yellow
1084,King Kong (2005),-2.4808483123779297,4.800656318664551,0.10944236814975739,2,yellow
1085,"Spanish Prisoner, The (1997)",21.728532791137695,-1.5934425592422485,0.28833478689193726,2,yellow
1086,Mickey Blue Eyes (1999),-1.0879080295562744,-7.2743306159973145,0.06922495365142822,2,yellow
